nom;code_postal;latitude;longitude
Pouillé-les-Côteaux;44522;47.468;-1.175
Le Pouliguen;44510;47.272;-2.432
Préfailles;44770;47.132;-2.214
Prinquiau;44260;47.374;-2.019
Puceul;44390;47.519;-1.62
Quilly;44750;47.462;-1.941
La Regrippière;44330;47.185;-1.194
La Remaudière;44430;47.226;-1.232
Remouillé;44140;47.039;-1.388
Rezé;44400;47.176;-1.55
Riaillé;44440;47.521;-1.312
Rouans;44640;47.176;-1.843
Rougé;44660;47.77;-1.434
Ruffigné;44660;47.764;-1.521
Saffré;44390;47.491;-1.579
Saint-Aignan-Grandlieu;44860;47.133;-1.623
Saint-André-des-Eaux;44117;47.323;-2.313
Sainte-Anne-sur-Brivet;44160;47.452;-2.019
Saint-Aubin-des-Châteaux;44110;47.706;-1.479
Saint-Brevin-les-Pins;44250;47.238;-2.152
Saint-Colomban;44310;47.025;-1.559
Corcoué-sur-Logne;44650;46.953;-1.601
Saint-Étienne-de-Mer-Morte;44270;46.945;-1.718
Saint-Étienne-de-Montluc;44360;47.265;-1.784
Saint-Fiacre-sur-Maine;44690;47.143;-1.416
Saint-Gildas-des-Bois;44530;47.509;-2.06
Saint-Herblain;44800;47.224;-1.634
Vair-sur-Loire;44150;47.406;-1.115
Saint-Hilaire-de-Chaléons;44680;47.096;-1.88
Saint-Hilaire-de-Clisson;44190;47.06;-1.317
Saint-Jean-de-Boiseau;44640;47.194;-1.72
Saint-Joachim;44720;47.372;-2.243
Saint-Julien-de-Concelles;44450;47.246;-1.406
Saint-Julien-de-Vouvantes;44670;47.653;-1.229
Saint-Léger-les-Vignes;44710;47.143;-1.714
Sainte-Luce-sur-Loire;44980;47.254;-1.473
Saint-Lumine-de-Clisson;44190;47.08;-1.363
Saint-Lumine-de-Coutais;44310;47.052;-1.724
Saint-Lyphard;44410;47.378;-2.335
Saint-Malo-de-Guersac;44550;47.356;-2.172
Saint-Mars-de-Coutais;44680;47.08;-1.752
Saint-Mars-du-Désert;44850;47.357;-1.445
Vallons-de-l'Erdre;44540;47.531;-1.194
Saint-Michel-Chef-Chef;44730;47.176;-2.127
Saint-Molf;44350;47.388;-2.415
Saint-Nazaire;44600;47.28;-2.254
Saint-Nicolas-de-Redon;44460;47.636;-2.057
Sainte-Pazanne;44680;47.084;-1.818
Saint-Père-en-Retz;44320;47.225;-2.066
Saint-Philbert-de-Grand-Lieu;44310;47.06;-1.657
Sainte-Reine-de-Bretagne;44160;47.444;-2.181
Saint-Sébastien-sur-Loire;44230;47.203;-1.499
Saint-Viaud;44320;47.248;-1.993
Saint-Vincent-des-Landes;44590;47.656;-1.505
Sautron;44880;47.273;-1.68
Savenay;44260;47.357;-1.918
Sévérac;44530;47.554;-2.067
Sion-les-Mines;44590;47.729;-1.581
Les Sorinières;44840;47.142;-1.52
Soudan;44110;47.726;-1.29
Soulvache;44660;47.821;-1.448
Sucé-sur-Erdre;44240;47.354;-1.52
Teillé;44440;47.464;-1.287
Le Temple-de-Bretagne;44360;47.328;-1.79
Thouaré-sur-Loire;44470;47.276;-1.432
Les Touches;44390;47.452;-1.428
Touvois;44650;46.906;-1.68
Trans-sur-Erdre;44440;47.479;-1.364
Treffieux;44170;47.613;-1.528
Treillières;44119;47.318;-1.626
Trignac;44570;47.312;-2.207
La Turballe;44420;47.351;-2.488
Vallet;44330;47.172;-1.262
Loireauxence;44370;47.402;-1.024
Vay;44170;47.545;-1.708
Vertou;44120;47.16;-1.47
Vieillevigne;44116;46.971;-1.419
Vigneux-de-Bretagne;44360;47.32;-1.72
Villepot;44110;47.77;-1.285
Vue;44640;47.194;-1.901
La Chevallerais;44810;47.477;-1.665
La Roche-Blanche;44522;47.438;-1.144
Geneston;44140;47.06;-1.526
La Grigonnais;44170;47.518;-1.68
Adon;45230;47.764;2.798
Aillant-sur-Milleron;45230;47.795;2.937
Amilly;45200;47.987;2.782
Andonville;45480;48.274;2.023
Ardon;45160;47.788;1.883
Artenay;45410;48.076;1.88
Aschères-le-Marché;45170;48.112;2.01
Ascoux;45300;48.127;2.249
Attray;45170;48.12;2.131
Audeville;45300;48.28;2.243
Augerville-la-Rivière;45330;48.253;2.419
Aulnay-la-Rivière;45390;48.209;2.373
Autruy-sur-Juine;45480;48.277;2.092
Autry-le-Châtel;45500;47.595;2.602
Auvilliers-en-Gâtinais;45270;47.965;2.491
Auxy;45340;48.109;2.486
Baccon;45130;47.885;1.624
Le Bardon;45130;47.842;1.649
Barville-en-Gâtinais;45340;48.112;2.399
Batilly-en-Gâtinais;45340;48.083;2.37
Batilly-en-Puisaye;45420;47.611;2.886
Baule;45130;47.811;1.668
Bazoches-les-Gallerandes;45480;48.162;2.052
Bazoches-sur-le-Betz;45210;48.132;2.99
Beauchamps-sur-Huillard;45270;47.944;2.455
Beaugency;45190;47.778;1.64
Beaulieu-sur-Loire;45630;47.535;2.803
Beaune-la-Rolande;45340;48.075;2.43
Bellegarde;45270;47.98;2.416
Le Bignon-Mirabeau;45210;48.148;2.935
Boësses;45390;48.148;2.433
Boigny-sur-Bionne;45760;47.932;2.019
Boiscommun;45340;48.039;2.357
Boismorand;45290;47.78;2.72
Boisseaux;45480;48.254;1.986
Bondaroy;45300;48.185;2.281
Bonnée;45460;47.794;2.393
Bonny-sur-Loire;45420;47.577;2.839
Bordeaux-en-Gâtinais;45340;48.101;2.537
Les Bordes;45460;47.816;2.437
Bou;45430;47.87;2.047
Bougy-lez-Neuville;45170;48.042;2.023
Bouilly-en-Gâtinais;45300;48.098;2.288
Boulay-les-Barres;45140;47.975;1.777
Bouzonville-aux-Bois;45300;48.104;2.246
Bouzy-la-Forêt;45460;47.865;2.368
Boynes;45300;48.117;2.36
Bray-Saint-Aignan;45460;47.829;2.381
Breteau;45250;47.677;2.889
Briare;45250;47.645;2.745
Briarres-sur-Essonne;45390;48.226;2.414
Bricy;45310;48.001;1.775
Bromeilles;45390;48.183;2.496
Bucy-le-Roi;45410;48.06;1.921
Bucy-Saint-Liphard;45140;47.939;1.754
La Bussière;45230;47.735;2.747
Cepoy;45120;48.051;2.74
Cercottes;45520;47.987;1.897
Cerdon;45620;47.63;2.382
Cernoy-en-Berry;45360;47.546;2.653
Césarville-Dossainville;45300;48.263;2.285
Chailly-en-Gâtinais;45260;47.936;2.528
Chaingy;45380;47.892;1.774
Châlette-sur-Loing;45120;48.019;2.736
Chambon-la-Forêt;45340;48.049;2.284
Champoulet;45420;47.651;2.923
Chanteau;45400;47.976;1.965
Chantecoq;45320;48.043;2.97
La Chapelle-Onzerain;45310;48.033;1.611
La Chapelle-Saint-Mesmin;45380;47.889;1.828
La Chapelle-Saint-Sépulcre;45210;48.015;2.837
La Chapelle-sur-Aveyron;45230;47.871;2.874
Chapelon;45270;48.037;2.578
Le Charme;45230;47.802;2.993
Charmont-en-Beauce;45480;48.238;2.115
Charsonville;45130;47.929;1.574
Châteauneuf-sur-Loire;45110;47.885;2.232
Château-Renard;45220;47.927;2.922
Châtenoy;45260;47.916;2.406
Châtillon-Coligny;45230;47.823;2.875
Châtillon-le-Roi;45480;48.164;2.102
Châtillon-sur-Loire;45360;47.572;2.736
Chaussy;45480;48.163;1.994
Chécy;45430;47.902;2.023
Chevannes;45210;48.132;2.86
Chevillon-sur-Huillard;45700;47.967;2.622
Chevilly;45520;48.03;1.894
Chevry-sous-le-Bignon;45210;48.145;2.894
Chilleurs-aux-Bois;45170;48.057;2.142
Les Choux;45290;47.787;2.656
Chuelles;45220;47.997;2.969
Cléry-Saint-André;45370;47.815;1.768
Coinces;45310;48.017;1.733
Combleux;45800;47.9;1.987
Combreux;45530;47.956;2.308
Conflans-sur-Loing;45700;47.946;2.777
Corbeilles;45490;48.075;2.56
Corquilleroy;45120;48.041;2.694
Cortrat;45700;47.907;2.769
Coudroy;45260;47.905;2.475
Coullons;45720;47.618;2.506
Coulmiers;45130;47.932;1.659
Courcelles-le-Roi;45300;48.098;2.328
Courcy-aux-Loges;45300;48.055;2.217
La Cour-Marigny;45260;47.89;2.584
Courtemaux;45320;48.044;2.933
Courtempierre;45490;48.095;2.635
Courtenay;45320;48.022;3.062
Cravant;45190;47.834;1.581
Crottes-en-Pithiverais;45170;48.114;2.065
Dadonville;45300;48.153;2.269
Dammarie-en-Puisaye;45420;47.633;2.861
Dammarie-sur-Loing;45230;47.782;2.874
Dampierre-en-Burly;45570;47.761;2.543
Darvoy;45150;47.852;2.09
Desmonts;45390;48.227;2.5
Dimancheville;45390;48.239;2.424
Donnery;45450;47.914;2.104
Dordives;45680;48.147;2.774
Douchy-Montcorbon;45220;47.942;3.044
Dry;45370;47.792;1.728
Échilleuses;45390;48.17;2.442
Égry;45340;48.101;2.441
Engenville;45300;48.234;2.236
Épieds-en-Beauce;45130;47.963;1.604
Erceville;45480;48.245;2.027
Ervauville;45320;48.094;2.983
Escrennes;45300;48.136;2.184
Escrignelles;45250;47.713;2.819
Estouy;45300;48.19;2.322
Faverelles;45420;47.587;2.937
Fay-aux-Loges;45450;47.933;2.16
Feins-en-Gâtinais;45230;47.747;2.837
Férolles;45150;47.825;2.117
Ferrières-en-Gâtinais;45210;48.106;2.804
La Ferté-Saint-Aubin;45240;47.712;1.927
Fleury-les-Aubrais;45400;47.939;1.92
Fontenay-sur-Loing;45210;48.083;2.769
Foucherolles;45320;48.097;3.018
Fréville-du-Gâtinais;45270;48.021;2.449
Gaubertin;45340;48.126;2.426
Gémigny;45310;47.963;1.703
Germigny-des-Prés;45110;47.839;2.266
Gidy;45520;47.991;1.836
Gien;45500;47.712;2.666
Girolles;45120;48.072;2.718
Givraines;45300;48.151;2.382
Gondreville;45490;48.053;2.65
Grangermont;45390;48.188;2.429
Greneville-en-Beauce;45480;48.189;2.111
Griselles;45210;48.074;2.839
Guigneville;45300;48.216;2.174
Guilly;45600;47.805;2.272
Gy-les-Nonains;45220;47.929;2.846
Huêtre;45520;48.026;1.801
Huisseau-sur-Mauves;45130;47.894;1.7
Ingrannes;45450;47.994;2.225
Ingré;45140;47.917;1.824
Intville-la-Guétard;45300;48.255;2.216
Isdes;45620;47.664;2.261
Jargeau;45150;47.854;2.121
Jouy-en-Pithiverais;45480;48.15;2.132
Jouy-le-Potier;45370;47.748;1.808
Juranville;45340;48.061;2.483
Laas;45300;48.121;2.218
Ladon;45270;48.01;2.526
Lailly-en-Val;45740;47.747;1.715
Langesse;45290;47.817;2.645
Léouville;45480;48.223;2.087
Ligny-le-Ribault;45240;47.683;1.791
Lion-en-Beauce;45410;48.132;1.932
Lion-en-Sullias;45600;47.724;2.479
Lombreuil;45700;47.942;2.627
Lorcy;45490;48.042;2.528
Lorris;45260;47.863;2.498
Loury;45470;48.01;2.092
Louzouer;45210;48.034;2.87
Le Malesherbois;45330;48.289;2.398
Marcilly-en-Villette;45240;47.772;2.034
Mardié;45430;47.897;2.069
Mareau-aux-Bois;45300;48.098;2.191
Mareau-aux-Prés;45370;47.846;1.766
Marigny-les-Usages;45760;47.959;2.013
Marsainvilliers;45300;48.213;2.271
Melleroy;45220;47.888;2.96
Ménestreau-en-Villette;45240;47.71;2.035
Mérinville;45210;48.09;2.941
Messas;45190;47.809;1.635
Meung-sur-Loire;45130;47.84;1.698
Mézières-lez-Cléry;45370;47.811;1.817
Mézières-en-Gâtinais;45270;48.025;2.483
Mignères;45490;48.048;2.622
Mignerette;45490;48.061;2.605
Montargis;45200;47.999;2.736
Montbarrois;45340;48.049;2.397
Montbouy;45230;47.867;2.822
Montcresson;45700;47.911;2.805
Montereau;45260;47.835;2.562
Montigny;45170;48.108;2.113
Montliard;45340;48.018;2.401
Mormant-sur-Vernisson;45700;47.942;2.729
Morville-en-Beauce;45300;48.255;2.159
Le Moulinet-sur-Solin;45290;47.817;2.611
Moulon;45270;48.019;2.596
Nancray-sur-Rimarde;45340;48.067;2.323
Nargis;45210;48.111;2.738
Nesploy;45270;47.996;2.369
Neuville-aux-Bois;45170;48.069;2.059
La Neuville-sur-Essonne;45390;48.18;2.38
Neuvy-en-Sullias;45510;47.775;2.243
Nevoy;45500;47.733;2.592
Nibelle;45340;48.014;2.312
Nogent-sur-Vernisson;45290;47.839;2.729
Noyers;45260;47.909;2.536
Oison;45170;48.134;1.976
Olivet;45160;47.855;1.888
Ondreville-sur-Essonne;45390;48.198;2.416
Orléans;45000;47.883;1.916
Ormes;45140;47.948;1.807
Orville;45390;48.242;2.459
Ousson-sur-Loire;45250;47.6;2.795
Oussoy-en-Gâtinais;45290;47.901;2.637
Outarville;45480;48.214;2.022
Ouvrouer-les-Champs;45150;47.837;2.18
Ouzouer-des-Champs;45290;47.876;2.71
Ouzouer-sous-Bellegarde;45270;47.989;2.48
Ouzouer-sur-Loire;45570;47.784;2.477
Ouzouer-sur-Trézée;45250;47.675;2.81
Pannecières;45300;48.293;2.143
Pannes;45700;48.012;2.669
Patay;45310;48.051;1.694
Paucourt;45200;48.039;2.788
Pers-en-Gâtinais;45210;48.117;2.906
Pierrefitte-ès-Bois;45360;47.511;2.692
Pithiviers;45300;48.18;2.25
Pithiviers-le-Vieil;45300;48.173;2.206
Poilly-lez-Gien;45500;47.66;2.594
Préfontaines;45490;48.107;2.691
Presnoy;45260;47.958;2.559
Pressigny-les-Pins;45290;47.878;2.761
Puiseaux;45390;48.209;2.467
Quiers-sur-Bezonde;45270;47.988;2.426
Ramoulu;45300;48.229;2.306
Rebréchien;45470;47.994;2.024
Rouvray-Sainte-Croix;45310;48.057;1.736
Rouvres-Saint-Jean;45300;48.324;2.21
Rozières-en-Beauce;45130;47.939;1.709
Rozoy-le-Vieil;45210;48.118;2.951
Ruan;45410;48.109;1.924
Saint-Aignan-le-Jaillard;45600;47.733;2.423
Saint-Ay;45130;47.865;1.747
Saint-Benoît-sur-Loire;45730;47.809;2.317
Saint-Brisson-sur-Loire;45500;47.632;2.676
Saint-Cyr-en-Val;45590;47.814;1.96
Saint-Denis-de-l'Hôtel;45550;47.884;2.154
Saint-Denis-en-Val;45560;47.881;1.973
Saint-Firmin-des-Bois;45220;47.97;2.91
Saint-Firmin-sur-Loire;45360;47.606;2.699
Saint-Florent;45600;47.685;2.453
Sainte-Geneviève-des-Bois;45230;47.812;2.794
Saint-Germain-des-Prés;45220;47.966;2.849
Saint-Gondon;45500;47.688;2.54
Saint-Hilaire-les-Andrésis;45320;48.055;3.015
Saint-Hilaire-Saint-Mesmin;45160;47.85;1.834
Saint-Hilaire-sur-Puiseaux;45700;47.907;2.699
Saint-Jean-de-Braye;45800;47.918;1.972
Saint-Jean-de-la-Ruelle;45140;47.912;1.871
Saint-Jean-le-Blanc;45650;47.883;1.933
Saint-Loup-des-Vignes;45340;48.041;2.427
Saint-Lyé-la-Forêt;45170;48.035;1.972
Saint-Martin-d'Abbat;45110;47.881;2.306
Saint-Martin-sur-Ocre;45500;47.647;2.644
Saint-Maurice-sur-Aveyron;45230;47.846;2.961
Saint-Maurice-sur-Fessard;45700;47.991;2.615
Saint-Michel;45340;48.064;2.372
Saint-Péravy-la-Colombe;45310;48.003;1.693
Saint-Père-sur-Loire;45600;47.781;2.373
Saint-Pryvé-Saint-Mesmin;45750;47.88;1.855
Saint-Sigismond;45310;47.983;1.666
Sandillon;45640;47.836;2.03
Santeau;45170;48.094;2.153
Saran;45770;47.95;1.878
Sceaux-du-Gâtinais;45490;48.121;2.59
Seichebrières;45530;47.982;2.274
La Selle-en-Hermoy;45210;48.006;2.89
La Selle-sur-le-Bied;45210;48.076;2.888
Semoy;45400;47.938;1.963
Sennely;45240;47.702;2.133
Sermaises;45300;48.298;2.203
Sigloy;45110;47.839;2.223
Solterre;45700;47.912;2.736
Sougy;45410;48.058;1.801
Sully-la-Chapelle;45450;47.984;2.169
Sully-sur-Loire;45600;47.753;2.356
Sury-aux-Bois;45530;47.954;2.36
Tavers;45190;47.763;1.593
Thignonville;45300;48.272;2.175
Thimory;45260;47.926;2.594
Thorailles;45210;48.026;2.896
Thou;45420;47.58;2.896
Tigy;45510;47.779;2.185
Tivernon;45170;48.158;1.938
Tournoisis;45310;48.005;1.624
Traînou;45470;47.965;2.104
Treilles-en-Gâtinais;45490;48.079;2.665
Triguères;45220;47.939;2.995
Trinay;45410;48.084;1.952
Vannes-sur-Cosson;45510;47.718;2.209
Varennes-Changy;45290;47.862;2.664
Vennecy;45760;47.955;2.052
Vieilles-Maisons-sur-Joudry;45260;47.884;2.438
Vienne-en-Val;45510;47.783;2.124
Viglain;45600;47.732;2.29
Villamblain;45310;48.013;1.552
Villemandeur;45700;47.983;2.705
Villemoutiers;45270;47.99;2.559
Villemurlin;45600;47.682;2.343
Villeneuve-sur-Conie;45310;48.048;1.649
Villereau;45170;48.074;1.992
Villevoques;45700;48.03;2.626
Villorceau;45190;47.8;1.596
Vimory;45700;47.949;2.678
Vitry-aux-Loges;45530;47.931;2.251
Vrigny;45300;48.074;2.248
Yèvre-la-Ville;45300;48.143;2.323
Albas;46140;44.461;1.24
Albiac;46500;44.768;1.813
Alvignac;46500;44.834;1.686
Anglars;46120;44.748;1.898
Anglars-Juillac;46140;44.486;1.209
Anglars-Nozac;46300;44.783;1.409
Arcambal;46090;44.454;1.548
Les Arques;46250;44.599;1.246
Assier;46320;44.672;1.874
Aujols;46090;44.424;1.542
Autoire;46400;44.858;1.826
Aynac;46120;44.788;1.857
Bach;46230;44.346;1.68
Bagnac-sur-Célé;46270;44.662;2.149
Baladou;46600;44.924;1.555
Bannes;46400;44.814;1.918
Le Bastit;46500;44.716;1.674
Beauregard;46260;44.352;1.78
Béduer;46100;44.571;1.927
Bélaye;46140;44.451;1.19
Belfort-du-Quercy;46230;44.269;1.55
Belmont-Bretenoux;46130;44.889;1.882
Belmont-Sainte-Foi;46230;44.29;1.63
Berganty;46090;44.444;1.629
Bétaille;46110;44.942;1.737
Biars-sur-Cère;46130;44.928;1.857
Bio;46500;44.778;1.788
Blars;46330;44.575;1.727
Boissières;46150;44.548;1.408
Porte-du-Quercy;46800;44.421;1.147
Le Bourg;46120;44.706;1.91
Boussac;46100;44.596;1.919
Le Bouyssou;46120;44.694;1.947
Bouziès;46330;44.48;1.636
Bretenoux;46130;44.914;1.842
Brengues;46320;44.578;1.833
Cabrerets;46330;44.517;1.62
Cadrieu;46160;44.5;1.876
Cahors;46000;44.451;1.441
Cahus;46130;44.963;1.914
Caillac;46140;44.492;1.347
Cajarc;46160;44.494;1.839
Calamane;46150;44.52;1.41
Calès;46350;44.795;1.546
Calvignac;46160;44.449;1.788
Cambayrac;46140;44.43;1.287
Cambes;46100;44.622;1.927
Camboulit;46100;44.6;1.953
Camburat;46100;44.644;1.999
Caniac-du-Causse;46240;44.63;1.656
Capdenac;46100;44.585;2.067
Carayac;46160;44.541;1.923
Cardaillac;46100;44.682;2.014
Carennac;46110;44.906;1.724
Carlucet;46500;44.732;1.61
Carnac-Rouffiac;46140;44.417;1.222
Cassagnes;46700;44.563;1.128
Castelfranc;46140;44.505;1.224
Castelnau-Montratier;46170;44.262;1.348
Catus;46150;44.558;1.342
Cavagnac;46110;45.016;1.639
Cazals;46250;44.646;1.221
Cénevières;46330;44.446;1.739
Cézac;46170;44.348;1.34
Cieurac;46230;44.371;1.498
Concorès;46310;44.667;1.391
Concots;46260;44.397;1.643
Condat;46110;44.992;1.67
Corn;46100;44.606;1.889
Cornac;46130;44.902;1.918
Couzou;46500;44.77;1.632
Cras;46360;44.557;1.541
Crayssac;46150;44.517;1.33
Crégols;46330;44.43;1.686
Cremps;46230;44.388;1.583
Cressensac-Sarrazac;46600;45.02;1.522
Creysse;46600;44.899;1.595
Cuzac;46270;44.581;2.144
Cuzance;46600;44.962;1.53
Dégagnac;46340;44.669;1.328
Douelle;46140;44.471;1.355
Duravel;46700;44.517;1.084
Durbans;46320;44.679;1.767
Escamps;46230;44.365;1.62
Esclauzels;46090;44.432;1.598
Espagnac-Sainte-Eulalie;46320;44.592;1.861
Espédaillac;46320;44.631;1.775
Espère;46090;44.514;1.371
Espeyroux;46120;44.765;1.926
Estal;46130;44.919;1.919
Fajoles;46300;44.807;1.383
Faycelles;46100;44.566;1.992
Felzins;46270;44.61;2.15
Figeac;46100;44.606;2.025
Saint-Paul-Flaugnac;46170;44.291;1.409
Flaujac-Gare;46320;44.707;1.772
Flaujac-Poujols;46090;44.41;1.498
Floirac;46600;44.906;1.672
Floressas;46700;44.458;1.115
Fons;46100;44.66;1.953
Fontanes;46230;44.325;1.49
Fourmagnac;46100;44.666;1.981
Francoulès;46090;44.556;1.488
Frayssinet;46310;44.649;1.486
Frayssinet-le-Gélat;46250;44.59;1.144
Frayssinhes;46400;44.873;1.941
Frontenac;46160;44.545;1.971
Gagnac-sur-Cère;46130;44.939;1.885
Gignac;46600;44.99;1.463
Gigouzac;46150;44.584;1.433
Gindou;46250;44.627;1.264
Ginouillac;46300;44.727;1.537
Gintrac;46130;44.884;1.753
Girac;46130;44.927;1.825
Glanes;46130;44.919;1.873
Gorses;46210;44.794;2.032
Goujounac;46250;44.575;1.201
Gourdon;46300;44.735;1.377
Gramat;46500;44.764;1.716
Gréalou;46160;44.542;1.876
Grézels;46700;44.468;1.15
Grèzes;46320;44.621;1.824
Issendolus;46500;44.739;1.78
Issepts;46320;44.677;1.917
Les Junies;46150;44.541;1.224
Labastide-du-Haut-Mont;46210;44.829;2.114
Labastide-du-Vert;46150;44.515;1.266
Labastide-Marnhac;46090;44.387;1.39
Cœur de Causse;46240;44.648;1.58
Labathude;46120;44.736;1.985
Laburgade;46230;44.389;1.54
Lacapelle-Cabanac;46700;44.473;1.073
Lacapelle-Marival;46120;44.725;1.936
Lacave;46200;44.84;1.558
Lachapelle-Auzac;46200;44.938;1.48
Ladirat;46400;44.821;1.968
Lagardelle;46220;44.487;1.171
Lalbenque;46230;44.333;1.565
Lamagdelaine;46090;44.474;1.502
Lamothe-Cassel;46240;44.612;1.515
Lamothe-Fénelon;46350;44.828;1.425
Lanzac;46200;44.87;1.47
Laramière;46260;44.36;1.87
Larnagol;46160;44.488;1.777
Bellefont-La Rauze;46090;44.487;1.471
Larroque-Toirac;46160;44.52;1.933
Latouille-Lentillac;46400;44.851;1.98
Latronquière;46210;44.801;2.071
Lauresses;46210;44.784;2.109
Lauzès;46360;44.563;1.578
Laval-de-Cère;46130;44.945;1.935
Lavercantière;46340;44.627;1.323
Lavergne;46500;44.802;1.766
Lentillac-du-Causse;46330;44.553;1.638
Lentillac-Saint-Blaise;46100;44.589;2.117
Léobard;46300;44.718;1.308
Leyme;46120;44.784;1.897
Lherm;46150;44.57;1.241
Lhospitalet;46170;44.354;1.428
Limogne-en-Quercy;46260;44.397;1.778
Linac;46270;44.676;2.117
Lissac-et-Mouret;46100;44.623;1.972
Livernon;46320;44.647;1.845
Loubressac;46130;44.866;1.791
Loupiac;46350;44.826;1.473
Lugagnac;46260;44.412;1.721
Lunan;46100;44.611;2.084
Lunegarde;46240;44.684;1.693
Luzech;46140;44.486;1.276
Marcilhac-sur-Célé;46160;44.544;1.774
Marminiac;46250;44.662;1.184
Martel;46600;44.94;1.607
Masclat;46350;44.833;1.381
Mauroux;46700;44.453;1.046
Maxou;46090;44.546;1.448
Mayrinhac-Lentour;46500;44.813;1.806
Mechmont;46150;44.583;1.463
Mercuès;46090;44.498;1.39
Meyronne;46200;44.868;1.589
Miers;46500;44.86;1.704
Milhac;46300;44.797;1.348
Molières;46120;44.79;1.94
Montamel;46310;44.608;1.465
Le Montat;46090;44.38;1.455
Montbrun;46160;44.511;1.903
Montcabrier;46700;44.551;1.082
Montcléra;46250;44.62;1.198
Montcuq-en-Quercy-Blanc;46800;44.336;1.212
Montdoumerc;46230;44.291;1.501
Montet-et-Bouxal;46210;44.748;2.036
Montfaucon;46240;44.687;1.585
Montgesty;46150;44.575;1.293
Montlauzun;46800;44.297;1.193
Montredon;46270;44.613;2.185
Montvalent;46600;44.874;1.636
Nadaillac-de-Rouge;46350;44.85;1.43
Nadillac;46360;44.564;1.51
Nuzéjouls;46150;44.536;1.374
Orniac;46330;44.543;1.678
Padirac;46500;44.85;1.756
Parnac;46140;44.481;1.319
Payrac;46350;44.794;1.466
Payrignac;46300;44.763;1.344
Pern;46170;44.334;1.407
Pescadoires;46220;44.5;1.158
Peyrilles;46310;44.621;1.393
Pinsac;46200;44.861;1.519
Planioles;46100;44.642;2.028
Pomarède;46250;44.558;1.173
Pontcirq;46150;44.545;1.265
Pradines;46090;44.465;1.388
Prayssac;46220;44.514;1.187
Prendeignes;46270;44.698;2.077
Promilhanes;46260;44.376;1.83
Prudhomat;46130;44.897;1.817
Puybrun;46130;44.921;1.787
Puyjourdes;46260;44.402;1.855
Puy-l'Évêque;46700;44.517;1.136
Le Vignon-en-Quercy;46110;44.996;1.638
Quissac-en-Quercy;46320;44.625;1.719
Rampoux;46340;44.64;1.294
Reilhac;46500;44.702;1.726
Reilhaguet;46350;44.779;1.508
Reyrevignes;46320;44.645;1.912
Rignac;46500;44.806;1.704
Le Roc;46200;44.865;1.439
Rocamadour;46500;44.815;1.622
Rouffilhac;46300;44.797;1.414
Rudelle;46120;44.729;1.878
Rueyres;46120;44.754;1.856
Sabadel-Latronquière;46210;44.727;2.066
Sabadel-Lauzès;46360;44.56;1.608
Saignes;46500;44.789;1.821
Saillac;46260;44.33;1.742
Saint-Bressou;46120;44.697;1.976
Saint-Caprais;46250;44.613;1.155
Saint-Céré;46400;44.853;1.893
Les Pechs du Vers;46360;44.599;1.585
Saint-Chamarand;46310;44.684;1.459
Saint-Chels;46160;44.526;1.815
Saint-Cirgues;46210;44.736;2.116
Saint-Cirq-Lapopie;46330;44.456;1.654
Saint-Cirq-Madelon;46300;44.79;1.317
Saint-Cirq-Souillaguet;46300;44.705;1.441
Saint-Clair;46300;44.694;1.399
Sainte-Colombe;46120;44.72;2.013
Lendou-en-Quercy;46800;44.304;1.262
Barguelonne-en-Quercy;46800;44.36;1.225
Saint-Denis-Catus;46150;44.569;1.388
Saint-Denis-lès-Martel;46600;44.945;1.659
Saint-Félix;46100;44.612;2.113
Saint-Germain-du-Bel-Air;46310;44.646;1.442
Saint Géry-Vers;46090;44.486;1.6
Saint-Hilaire;46210;44.788;2.15
Saint-Jean-de-Laur;46260;44.43;1.831
Saint-Jean-Lespinasse;46400;44.858;1.86
Saint-Jean-Mirabel;46270;44.633;2.108
Saint-Laurent-les-Tours;46400;44.882;1.904
Saint-Martin-Labouval;46330;44.48;1.729
Saint-Martin-le-Redon;46700;44.534;1.034
Saint-Maurice-en-Quercy;46120;44.749;1.956
Saint-Médard;46150;44.539;1.295
Saint-Médard-de-Presque;46400;44.852;1.842
Saint-Médard-Nicourby;46210;44.766;2.011
Saint-Michel-de-Bannières;46110;44.976;1.684
Saint-Michel-Loubéjou;46130;44.888;1.853
Saint-Paul-de-Vern;46400;44.838;1.942
Saint-Perdoux;46100;44.68;2.049
Saint-Pierre-Toirac;46160;44.537;1.954
Saint-Projet;46300;44.747;1.511
Saint-Simon;46320;44.701;1.828
Saint-Sozy;46200;44.882;1.551
Saint-Sulpice;46160;44.579;1.796
Saint-Vincent-du-Pendit;46400;44.834;1.904
Saint-Vincent-Rive-d'Olt;46140;44.449;1.314
Salviac;46340;44.686;1.265
Sauliac-sur-Célé;46330;44.523;1.718
Sauzet;46140;44.418;1.26
Sénaillac-Latronquière;46210;44.836;2.074
Sénaillac-Lauzès;46360;44.589;1.651
Séniergues;46240;44.715;1.561
Sérignac;46700;44.428;1.086
Sonac;46320;44.692;1.855
Soturac;46700;44.508;1.024
Soucirac;46300;44.707;1.504
Souillac;46200;44.907;1.464
Soulomès;46240;44.627;1.59
Sousceyrac-en-Quercy;46190;44.881;2.036
Strenquels;46110;44.975;1.636
Tauriac;46130;44.91;1.774
Terrou;46120;44.782;1.976
Teyssieu;46190;44.917;1.957
Thédirac;46150;44.599;1.321
