nom;code_postal;latitude;longitude
Gizy;2350;49.61;3.768
Gland;2400;49.058;3.457
Goudelancourt-lès-Berrieux;2820;49.495;3.859
Goudelancourt-lès-Pierrepont;2350;49.678;3.852
Goussancourt;2130;49.161;3.657
Gouy;2420;49.999;3.265
Grandlup-et-Fay;2350;49.651;3.736
Grandrieux;2360;49.729;4.188
Gricourt;2100;49.887;3.24
Grisolles;2210;49.13;3.372
Gronard;2140;49.796;3.882
Grougis;2110;49.951;3.531
Grugies;2680;49.81;3.275
Villeneuve-sur-Aisne;2190;49.443;3.955
Guise;2120;49.896;3.625
Guivry;2300;49.652;3.121
Guny;2300;49.512;3.261
Guyencourt;2160;49.357;3.841
Hannapes;2510;49.977;3.614
Happencourt;2480;49.783;3.183
Haramont;2600;49.287;3.032
Harcigny;2140;49.803;3.983
Hargicourt;2420;49.966;3.191
Harly;2100;49.841;3.335
Hartennes-et-Taux;2210;49.279;3.358
Hary;2140;49.797;3.919
Lehaucourt;2420;49.912;3.277
Hautevesnes;2810;49.109;3.236
Hauteville;2120;49.888;3.524
Haution;2140;49.872;3.827
La Hérie;2500;49.884;4.044
Le Hérie-la-Viéville;2120;49.822;3.654
Hinacourt;2440;49.746;3.294
Hirson;2500;49.943;4.105
Holnon;2760;49.861;3.201
Homblières;2720;49.858;3.375
Houry;2140;49.786;3.848
Housset;2250;49.796;3.695
Iron;2510;49.95;3.665
Itancourt;2240;49.803;3.349
Iviers;2360;49.786;4.136
Jaulgonne;2850;49.09;3.534
Jeancourt;2490;49.929;3.148
Jeantes;2140;49.813;4.067
Joncourt;2420;49.96;3.304
Jouaignes;2220;49.293;3.528
Jumencourt;2380;49.512;3.349
Jumigny;2160;49.408;3.725
Jussy;2480;49.717;3.236
Juvigny;2880;49.449;3.315
Juvincourt-et-Damary;2190;49.447;3.892
Laffaux;2880;49.45;3.43
Laigny;2140;49.863;3.861
Lanchy;2590;49.829;3.074
Landifay-et-Bertaignemont;2120;49.826;3.604
Landouzy-la-Cour;2140;49.844;3.994
Landouzy-la-Ville;2140;49.856;4.05
Landricourt;2380;49.505;3.37
Laniscourt;2000;49.547;3.534
Laon;2000;49.568;3.621
Lappion;2150;49.59;3.965
Largny-sur-Automne;2600;49.261;3.054
Latilly;2210;49.154;3.312
Launoy;2210;49.263;3.405
Laval-en-Laonnois;2860;49.503;3.588
Lavaqueresse;2450;49.946;3.717
Laversine;2600;49.353;3.155
Lemé;2140;49.844;3.758
Lempire;2420;49.995;3.174
Lerzy;2260;49.95;3.881
Leschelle;2170;49.961;3.777
Lesdins;2100;49.904;3.315
Lesges;2220;49.31;3.5
Lesquielles-Saint-Germain;2120;49.932;3.628
Leuilly-sous-Coucy;2380;49.473;3.353
Leury;2880;49.427;3.341
Leuze;2500;49.858;4.17
Levergies;2420;49.934;3.312
Lhuys;2220;49.273;3.542
Licy-Clignon;2810;49.102;3.265
Lierval;2860;49.488;3.622
Liesse-Notre-Dame;2350;49.611;3.817
Liez;2700;49.692;3.3
Limé;2220;49.324;3.555
Lislet;2340;49.676;4.021
Logny-lès-Aubenton;2500;49.833;4.22
Longpont;2600;49.284;3.221
Les Septvallons;2160;49.36;3.656
Lor;2190;49.53;4.054
Louâtre;2600;49.253;3.242
Loupeigne;2130;49.241;3.525
Lucy-le-Bocage;2400;49.055;3.276
Lugny;2140;49.782;3.812
Luzoir;2500;49.927;3.96
Ly-Fontaine;2440;49.732;3.311
Maast-et-Violaine;2220;49.293;3.457
Mâchecourt;2350;49.652;3.838
Macogny;2470;49.159;3.218
Macquigny;2120;49.873;3.571
Magny-la-Fosse;2420;49.937;3.276
Maissemy;2490;49.893;3.189
Maizy;2160;49.377;3.716
La Malmaison;2190;49.516;4.001
Malzy;2120;49.921;3.73
Manicamp;2300;49.565;3.18
Marchais;2350;49.585;3.822
Dhuys et Morin-en-Brie;2540;48.894;3.493
Marcy;2720;49.854;3.411
Marcy-sous-Marle;2250;49.746;3.734
Marest-Dampcourt;2300;49.594;3.146
Mareuil-en-Dôle;2130;49.242;3.561
Marfontaine;2140;49.808;3.764
Margival;2880;49.433;3.406
Marigny-en-Orxois;2810;49.053;3.223
Marizy-Sainte-Geneviève;2470;49.182;3.198
Marizy-Saint-Mard;2470;49.182;3.228
Marle;2250;49.745;3.765
Marly-Gomont;2120;49.891;3.785
Martigny;2500;49.867;4.134
Martigny-Courpierre;2860;49.49;3.687
Mauregny-en-Haye;2820;49.541;3.798
Mayot;2800;49.709;3.398
Mennessis;2700;49.692;3.275
Mennevret;2630;49.992;3.559
Mercin-et-Vaux;2200;49.371;3.271
Merlieux-et-Fouquerolles;2000;49.514;3.499
Mesbrecourt-Richecourt;2270;49.71;3.537
Mesnil-Saint-Laurent;2720;49.829;3.364
Meurival;2160;49.357;3.759
Mézières-sur-Oise;2240;49.792;3.387
Mézy-Moulins;2650;49.063;3.512
Missy-aux-Bois;2200;49.335;3.247
Missy-lès-Pierrepont;2350;49.628;3.784
Missy-sur-Aisne;2880;49.386;3.438
Molain;2110;50.034;3.53
Molinchart;2000;49.562;3.54
Monampteuil;2000;49.476;3.574
Monceau-le-Neuf-et-Faucouzy;2270;49.785;3.631
Monceau-lès-Leups;2270;49.662;3.486
Monceau-le-Waast;2840;49.622;3.717
Monceau-sur-Oise;2120;49.91;3.7
Mondrepuis;2500;49.964;4.051
Monnes;2470;49.146;3.229
Mons-en-Laonnois;2000;49.538;3.555
Montaigu;2820;49.553;3.844
Montbavin;2000;49.53;3.513
Montbrehain;2110;49.964;3.356
Montchâlons;2860;49.513;3.727
Montcornet;2340;49.689;4.029
Mont-d'Origny;2390;49.852;3.527
Montescourt-Lizerolles;2440;49.736;3.262
Montfaucon;2540;48.947;3.432
Montgobert;2600;49.29;3.174
Montgru-Saint-Hilaire;2210;49.177;3.327
Monthenault;2860;49.489;3.656
Monthiers;2400;49.109;3.294
Monthurel;2330;49.028;3.552
Montigny-en-Arrouaise;2110;49.912;3.483
Montigny-l'Allier;2810;49.122;3.107
Montigny-le-Franc;2250;49.688;3.918
Montigny-Lengrain;2290;49.373;3.099
Montigny-lès-Condé;2330;48.983;3.566
Montigny-sous-Marle;2250;49.741;3.804
Montigny-sur-Crécy;2270;49.715;3.584
Montlevon;2330;48.963;3.515
Montloué;2340;49.668;4.063
Mont-Notre-Dame;2220;49.292;3.582
Montreuil-aux-Lions;2310;49.026;3.194
Mont-Saint-Jean;2360;49.793;4.211
Mont-Saint-Martin;2220;49.275;3.643
Mont-Saint-Père;2400;49.082;3.477
Morcourt;2100;49.876;3.334
Morgny-en-Thiérache;2360;49.754;4.076
Morsain;2290;49.462;3.191
Mortefontaine;2600;49.336;3.08
Mortiers;2270;49.694;3.664
Moulins;2160;49.42;3.679
Moussy-Verneuil;2160;49.413;3.637
Moÿ-de-l'Aisne;2610;49.75;3.351
Muret-et-Crouttes;2210;49.278;3.435
Muscourt;2160;49.36;3.744
Nampcelles-la-Cour;2140;49.777;4.002
Nampteuil-sous-Muret;2200;49.305;3.434
Nanteuil-la-Fosse;2880;49.434;3.448
Nanteuil-Notre-Dame;2210;49.191;3.412
Nauroy;2420;49.951;3.259
Nesles-la-Montagne;2400;49.0;3.446
Neufchâtel-sur-Aisne;2190;49.437;4.024
Neuflieux;2300;49.616;3.16
Neuilly-Saint-Front;2470;49.163;3.264
Neuve-Maison;2500;49.929;4.041
La Neuville-Bosmont;2250;49.714;3.834
La Neuville-en-Beine;2300;49.676;3.156
La Neuville-Housset;2250;49.788;3.732
La Neuville-lès-Dorengt;2450;49.983;3.686
Neuville-Saint-Amand;2100;49.821;3.334
Neuville-sur-Ailette;2860;49.47;3.698
Neuville-sur-Margival;2880;49.455;3.399
Neuvillette;2390;49.855;3.468
Nizy-le-Comte;2150;49.574;4.031
Nogentel;2400;49.014;3.403
Nogent-l'Artaud;2310;48.943;3.333
Noircourt;2340;49.669;4.094
Noroy-sur-Ourcq;2600;49.204;3.207
Le Nouvion-en-Thiérache;2170;50.009;3.809
Nouvion-et-Catillon;2270;49.708;3.494
Nouvion-le-Comte;2800;49.708;3.461
Nouvion-le-Vineux;2860;49.509;3.605
Nouvron-Vingré;2290;49.433;3.188
Noyales;2120;49.908;3.538
Bernoy-le-Château;2200;49.332;3.334
Œuilly;2160;49.393;3.682
Ognes;2300;49.614;3.191
Ohis;2500;49.918;4.012
Oigny-en-Valois;2600;49.214;3.13
Oisy;2450;50.023;3.653
Ollezy;2480;49.73;3.146
Omissy;2100;49.88;3.298
Orainville;2190;49.376;4.016
Orgeval;2860;49.504;3.703
Origny-en-Thiérache;2550;49.886;4.011
Origny-Sainte-Benoite;2390;49.827;3.529
Osly-Courtil;2290;49.4;3.237
Ostel;2370;49.43;3.565
Oulches-la-Vallée-Foulon;2160;49.431;3.74
Oulchy-la-Ville;2210;49.21;3.341
Oulchy-le-Château;2210;49.207;3.382
Paars;2220;49.33;3.603
Paissy;2160;49.426;3.702
Pancy-Courtecon;2860;49.461;3.65
Papleux;2260;50.017;3.88
Parcy-et-Tigny;2210;49.27;3.329
Parfondeval;2360;49.744;4.162
Parfondru;2840;49.538;3.704
Pargnan;2160;49.394;3.703
Pargny-Filain;2000;49.463;3.539
Pargny-la-Dhuys;2330;48.955;3.564
Pargny-les-Bois;2270;49.732;3.618
Parpeville;2240;49.794;3.564
Pasly;2200;49.402;3.298
Passy-en-Valois;2470;49.162;3.184
Passy-sur-Marne;2850;49.066;3.574
Pavant;2310;48.953;3.284
Pernant;2200;49.376;3.23
Pierremande;2300;49.567;3.258
Pierrepont;2350;49.648;3.788
Pignicourt;2190;49.409;4.03
Pinon;2320;49.488;3.462
Pithon;2480;49.756;3.104
Pleine-Selve;2240;49.797;3.526
Le Plessier-Huleu;2210;49.239;3.348
Ploisy;2200;49.331;3.275
Plomion;2140;49.819;4.02
Ployart-et-Vaurseine;2860;49.493;3.74
Pommiers;2200;49.392;3.279
Pont-Arcy;2160;49.392;3.62
Pontavert;2160;49.418;3.82
Pontru;2490;49.922;3.201
Pontruet;2490;49.915;3.23
Pont-Saint-Mard;2380;49.494;3.279
Pouilly-sur-Serre;2270;49.678;3.586
Prémont;2110;50.014;3.397
Prémontré;2320;49.549;3.418
Presles-et-Boves;2370;49.39;3.54
Presles-et-Thierny;2860;49.514;3.625
Priez;2470;49.131;3.263
Prisces;2140;49.772;3.863
Proisy;2120;49.891;3.752
Proix;2120;49.902;3.574
Prouvais;2190;49.476;3.972
Proviseux-et-Plesnoy;2190;49.478;4.016
Puiseux-en-Retz;2600;49.293;3.134
Puisieux-et-Clanlieu;2120;49.847;3.664
Quierzy;2300;49.564;3.146
Quincy-Basse;2380;49.509;3.385
Quincy-sous-le-Mont;2220;49.308;3.559
Raillimont;2360;49.702;4.159
Ramicourt;2110;49.958;3.331
Regny;2240;49.834;3.421
Remaucourt;2100;49.895;3.35
Remies;2270;49.679;3.525
Remigny;2440;49.714;3.295
Renansart;2240;49.734;3.453
Renneval;2340;49.739;4.037
Résigny;2360;49.741;4.21
Ressons-le-Long;2290;49.388;3.141
Retheuil;2600;49.319;3.004
Reuilly-Sauvigny;2850;49.051;3.564
Ribeauville;2110;50.037;3.588
Ribemont;2240;49.788;3.47
Rocourt-Saint-Martin;2210;49.145;3.389
Rocquigny;2260;50.019;3.973
Rogécourt;2800;49.649;3.416
Rogny;2140;49.767;3.821
Romeny-sur-Marne;2310;48.985;3.334
Romery;2120;49.888;3.733
Ronchères;2130;49.14;3.602
Roucy;2160;49.375;3.82
Rougeries;2140;49.806;3.787
Roupy;2590;49.812;3.182
Rouvroy;2100;49.858;3.333
Rouvroy-sur-Serre;2360;49.715;4.176
Royaucourt-et-Chailvet;2000;49.512;3.538
Rozet-Saint-Albin;2210;49.198;3.297
Rozières-sur-Crise;2200;49.323;3.371
Rozoy-Bellevalle;2540;48.924;3.45
Grand-Rozoy;2210;49.242;3.382
Rozoy-sur-Serre;2360;49.706;4.131
Saconin-et-Breuil;2200;49.351;3.247
Sains-Richaumont;2120;49.828;3.705
Saint-Algis;2260;49.894;3.826
Saint-Aubin;2300;49.51;3.188
Saint-Bandry;2290;49.364;3.15
Saint-Christophe-à-Berry;2290;49.429;3.13
Saint-Clément;2360;49.775;4.073
Sainte-Croix;2820;49.48;3.781
Saint-Erme-Outre-et-Ramecourt;2820;49.518;3.864
Saint-Eugène;2330;49.016;3.517
Sainte-Geneviève;2340;49.725;4.074
Saint-Gengoulph;2810;49.119;3.215
Saint-Gobain;2410;49.595;3.394
Saint-Gobert;2140;49.804;3.832
Saint-Mard;2220;49.381;3.589
Saint-Martin-Rivière;2110;50.044;3.555
Saint-Michel;2830;49.926;4.153
Saint-Nicolas-aux-Bois;2410;49.597;3.439
Saint-Paul-aux-Bois;2300;49.544;3.203
Saint-Pierre-Aigle;2600;49.312;3.196
Saint-Pierre-lès-Franqueville;2140;49.824;3.814
Saint-Pierremont;2250;49.714;3.876
Sainte-Preuve;2350;49.617;3.911
Saint-Quentin;2100;49.847;3.278
Saint-Rémy-Blanzy;2210;49.246;3.308
Saint-Simon;2640;49.746;3.183
Saint-Thomas;2820;49.501;3.819
Samoussy;2840;49.587;3.743
Sancy-les-Cheminots;2880;49.439;3.476
Saponay;2130;49.214;3.484
Saulchery;2310;48.976;3.313
Savy;2590;49.834;3.198
Seboncourt;2110;49.963;3.494
Selens;2300;49.494;3.206
La Selve;2150;49.57;3.995
Septmonts;2200;49.338;3.362
Septvaux;2410;49.57;3.387
Sequehart;2420;49.932;3.341
Serain;2110;50.025;3.363
Seraucourt-le-Grand;2790;49.78;3.218
Serches;2220;49.332;3.45
Sergy;2130;49.183;3.571
Seringes-et-Nesles;2130;49.212;3.559
Sermoise;2220;49.372;3.447
Serval;2160;49.352;3.683
Servais;2700;49.619;3.342
Séry-lès-Mézières;2240;49.765;3.423
Silly-la-Poterie;2460;49.196;3.15
Sinceny;2300;49.591;3.269
Sissonne;2150;49.564;3.92
Sissy;2240;49.811;3.421
Soissons;2200;49.379;3.325
Soize;2340;49.698;4.086
Sommelans;2470;49.135;3.293
Sommeron;2260;49.957;3.946
Sommette-Eaucourt;2480;49.727;3.12
Sons-et-Ronchères;2270;49.769;3.668
Sorbais;2580;49.914;3.883
Soucy;2600;49.321;3.123
Soupir;2160;49.411;3.6
Le Sourd;2140;49.866;3.752
Surfontaine;2240;49.747;3.48
Taillefontaine;2600;49.31;3.05
Tannières;2220;49.287;3.55
Tartiers;2290;49.44;3.232
Tavaux-et-Pontséricourt;2250;49.73;3.919
Tergnier;2700;49.657;3.299
Terny-Sorny;2880;49.447;3.369
Thenailles;2140;49.815;3.952
Thenelles;2390;49.832;3.459
Thiernu;2250;49.765;3.78
Le Thuel;2340;49.641;4.089
Torcy-en-Valois;2810;49.083;3.274
Toulis-et-Attencourt;2250;49.697;3.75
Travecy;2800;49.686;3.345
Trefcon;2490;49.859;3.089
Trélou-sur-Marne;2850;49.092;3.602
Troësnes;2460;49.198;3.177
Trosly-Loire;2300;49.518;3.232
Trucy;2860;49.472;3.611
Tugny-et-Pont;2640;49.77;3.161
Tupigny;2120;49.971;3.594
Ugny-le-Gay;2300;49.661;3.157
Urcel;2000;49.494;3.557
Urvillers;2690;49.79;3.316
Vadencourt;2120;49.923;3.574
Vailly-sur-Aisne;2370;49.411;3.52
La Vallée-au-Blé;2140;49.857;3.794
La Vallée-Mulâtre;2110;50.026;3.561
Variscourt;2190;49.415;3.981
Vassens;2290;49.476;3.156
Vasseny;2220;49.356;3.489
Vassogne;2160;49.42;3.73
Vaucelles-et-Beffecourt;2000;49.521;3.559
Vaudesson;2320;49.475;3.487
Vauxrezis;2200;49.42;3.277
Vauxaillon;2320;49.477;3.408
Vaux-Andigny;2110;50.011;3.523
Vauxbuin;2200;49.357;3.296
Vaux-en-Vermandois;2590;49.824;3.136
Vauxtin;2220;49.346;3.602
Vendelles;2490;49.908;3.138
Vendeuil;2800;49.72;3.345
Vendhuile;2420;50.012;3.209
Vendières;2540;48.873;3.443
Vendresse-Beaulne;2160;49.432;3.657
Vénérolles;2510;49.99;3.63
Venizel;2200;49.368;3.392
Verdilly;2400;49.074;3.422
Le Verguier;2490;49.923;3.169
Grand-Verly;2120;49.943;3.581
Petit-Verly;2630;49.958;3.563
Vermand;2490;49.884;3.152
Verneuil-sous-Coucy;2380;49.545;3.319
Verneuil-sur-Serre;2000;49.644;3.679
Versigny;2800;49.658;3.443
Vervins;2140;49.835;3.925
Vesles-et-Caumont;2350;49.675;3.79
Veslud;2840;49.539;3.731
Veuilly-la-Poterie;2810;49.083;3.219
Vézaponin;2290;49.467;3.223
Vézilly;2130;49.187;3.683
Vic-sur-Aisne;2290;49.411;3.109
Vichel-Nanteuil;2210;49.182;3.299
Viel-Arcy;2160;49.379;3.626
Viels-Maisons;2540;48.907;3.396
Vierzy;2210;49.287;3.278
Viffort;2540;48.958;3.47
Vigneux-Hocquet;2340;49.744;3.995
La Ville-aux-Bois-lès-Dizy;2340;49.663;3.982
La Ville-aux-Bois-lès-Pontavert;2160;49.427;3.851
Villemontoire;2210;49.3;3.322
Villeneuve-Saint-Germain;2200;49.379;3.362
Villeneuve-sur-Fère;2130;49.171;3.476
Villequier-Aumont;2300;49.661;3.198
Villeret;2420;49.949;3.188
Villers-Agron-Aiguizy;2130;49.163;3.716
Villers-Cotterêts;2600;49.239;3.096
Villers-Hélon;2600;49.265;3.268
Villers-le-Sec;2240;49.771;3.505
Villers-lès-Guise;2120;49.926;3.682
Villers-Saint-Christophe;2590;49.78;3.091
Villers-sur-Fère;2130;49.172;3.532
Ville-Savoye;2220;49.293;3.638
Villiers-Saint-Denis;2310;48.998;3.261
Vincy-Reuil-et-Magny;2340;49.714;4.045
Viry-Noureuil;2300;49.638;3.248
Vivaise;2870;49.623;3.564
Vivières;2600;49.305;3.092
Voharies;2140;49.787;3.792
Vorges;2860;49.518;3.651
Voulpaix;2140;49.839;3.833
Voyenne;2250;49.716;3.738
Vregny;2880;49.414;3.42
Vuillery;2880;49.431;3.388
Wassigny;2630;50.018;3.599
Watigny;2830;49.916;4.2
Wiège-Faty;2120;49.883;3.713
Wimy;2500;49.948;3.997
Wissignicourt;2320;49.53;3.441
Abrest;3200;46.096;3.45
Agonges;3210;46.618;3.149
Ainay-le-Château;3360;46.716;2.721
Andelaroche;3120;46.25;3.746
Archignat;3380;46.367;2.41
Arfeuilles;3120;46.143;3.743
Arpheuilles-Saint-Priest;3420;46.227;2.665
Arronnes;3250;46.052;3.575
Aubigny;3460;46.673;3.162
Audes;3190;46.461;2.559
Aurouër;3460;46.683;3.305
Autry-Issards;3210;46.545;3.123
Avermes;3000;46.598;3.319
Avrilly;3130;46.332;3.967
Bagneux;3460;46.646;3.204
Barberier;3140;46.22;3.249
Barrais-Bussolles;3120;46.284;3.698
Bayet;3500;46.258;3.277
Beaulon;3230;46.587;3.669
Beaune-d'Allier;3390;46.273;2.891
Bègues;3800;46.123;3.143
Bellenaves;3330;46.206;3.066
Bellerive-sur-Allier;3700;46.122;3.397
Bert;3130;46.328;3.702
Bessay-sur-Allier;3340;46.451;3.368
Besson;3210;46.481;3.255
Bézenet;3170;46.332;2.849
Billezois;3120;46.21;3.577
Billy;3260;46.232;3.44
Biozat;3800;46.081;3.289
Bizeneuille;3170;46.402;2.731
Blomard;3390;46.288;2.963
Bost;3300;46.183;3.506
Boucé;3150;46.32;3.492
Le Bouchaud;3130;46.307;3.907
Bourbon-l'Archambault;3160;46.584;3.051
Braize;3360;46.659;2.654
Bransat;3500;46.329;3.217
Bresnay;3210;46.434;3.249
Bressolles;3000;46.528;3.296
Le Brethon;3350;46.584;2.715
Le Breuil;3120;46.177;3.669
Broût-Vernet;3110;46.196;3.288
Brugheas;3700;46.073;3.366
Busset;3270;46.057;3.515
Buxières-les-Mines;3440;46.47;2.955
La Celle;3600;46.228;2.779
Cérilly;3350;46.626;2.809
Cesset;3500;46.299;3.199
La Chabanne;3250;46.024;3.752
Chambérat;3370;46.414;2.426
Chamblet;3170;46.328;2.713
Chantelle;3140;46.236;3.16
Chapeau;3340;46.492;3.516
La Chapelaude;3380;46.428;2.504
La Chapelle;3300;46.089;3.588
La Chapelle-aux-Chasses;3230;46.66;3.53
Chappes;3390;46.383;2.944
Chareil-Cintrat;3140;46.266;3.23
Charmeil;3110;46.16;3.393
Charmes;3800;46.083;3.246
Charroux;3140;46.182;3.164
Chassenard;3510;46.442;3.973
Château-sur-Allier;3320;46.782;2.987
Châtel-de-Neuvre;3500;46.416;3.298
Châtel-Montagne;3250;46.1;3.717
Châtelperron;3220;46.397;3.633
Châtelus;3120;46.198;3.725
Châtillon;3210;46.462;3.128
Chavenon;3440;46.422;2.952
Chavroches;3220;46.354;3.597
Chazemais;3370;46.487;2.519
Chemilly;3210;46.478;3.313
Chevagnes;3230;46.608;3.564
Chezelle;3140;46.213;3.112
Chézy;3230;46.612;3.459
Chirat-l'Église;3330;46.246;3.032
Chouvigny;3450;46.126;3.005
Cindré;3220;46.323;3.551
Cognat-Lyonne;3110;46.107;3.298
Colombier;3600;46.267;2.794
Commentry;3600;46.279;2.749
Contigny;3500;46.346;3.315
Cosne-d'Allier;3430;46.483;2.823
Coulandon;3000;46.555;3.245
Coulanges;3470;46.475;3.863
Couleuvre;3320;46.674;2.897
Courçais;3370;46.464;2.449
Coutansouze;3330;46.205;3.008
Couzon;3160;46.644;3.114
Créchy;3150;46.27;3.424
Cressanges;3240;46.444;3.171
Creuzier-le-Neuf;3300;46.178;3.463
Creuzier-le-Vieux;3300;46.161;3.434
Cusset;3300;46.138;3.483
Deneuille-lès-Chantelle;3140;46.253;3.146
Deneuille-les-Mines;3170;46.378;2.776
Désertines;3630;46.357;2.627
Deux-Chaises;3240;46.375;3.041
Diou;3290;46.523;3.737
Domérat;3410;46.368;2.544
Dompierre-sur-Besbre;3290;46.531;3.676
Le Donjon;3130;46.345;3.8
Doyet;3170;46.343;2.792
Droiturier;3120;46.227;3.705
Durdat-Larequille;3310;46.254;2.697
Ébreuil;3450;46.118;3.074
Échassières;3330;46.196;2.946
Escurolles;3110;46.142;3.268
Espinasse-Vozelle;3110;46.129;3.335
Estivareilles;3190;46.425;2.625
Étroussat;3140;46.22;3.221
Ferrières-sur-Sichon;3250;46.02;3.648
La Ferté-Hauterive;3340;46.396;3.336
Fleuriel;3140;46.287;3.162
Fourilles;3140;46.244;3.198
Franchesse;3160;46.644;3.037
Gannat;3800;46.098;3.178
Gannay-sur-Loire;3230;46.718;3.596
Garnat-sur-Engièvre;3230;46.635;3.668
Gennetines;3400;46.63;3.405
Gipcy;3210;46.511;3.051
Gouise;3340;46.411;3.438
La Guillermie;3250;45.981;3.645
Hauterive;3270;46.077;3.439
Hérisson;3190;46.52;2.71
Huriel;3380;46.377;2.482
Hyds;3600;46.273;2.828
Isle-et-Bardais;3360;46.682;2.777
Isserpent;3120;46.154;3.618
Jaligny-sur-Besbre;3220;46.377;3.59
Jenzat;3800;46.16;3.197
Laféline;3500;46.345;3.176
Lalizolle;3450;46.165;3.008
Lamaids;3380;46.304;2.438
Langy;3150;46.273;3.462
Lapalisse;3120;46.265;3.638
Laprugne;3250;45.994;3.763
Lavault-Sainte-Anne;3100;46.309;2.602
Lavoine;3250;45.974;3.687
Lenax;3130;46.304;3.831
Lételon;3360;46.656;2.595
Liernolles;3130;46.399;3.768
Lignerolles;3410;46.282;2.567
Limoise;3320;46.684;3.055
Loddes;3130;46.295;3.761
Loriges;3500;46.266;3.342
Louchy-Montfand;3500;46.308;3.245
Louroux-Bourbonnais;3350;46.534;2.838
Louroux-de-Beaune;3600;46.3;2.859
Louroux-de-Bouble;3330;46.23;2.973
Luneau;3130;46.366;3.953
Lurcy-Lévis;3320;46.735;2.918
Lusigny;3230;46.572;3.49
Magnet;3260;46.217;3.511
Haut-Bocage;3190;46.493;2.658
Malicorne;3600;46.307;2.77
Marcenat;3260;46.237;3.397
Marcillat-en-Combraille;3420;46.17;2.634
Marigny;3210;46.58;3.21
Mariol;3270;46.025;3.486
Le Mayet-d'École;3800;46.165;3.241
Le Mayet-de-Montagne;3250;46.06;3.656
Mazerier;3800;46.132;3.182
Mazirat;3420;46.218;2.554
Meaulne-Vitray;3360;46.596;2.62
Meillard;3500;46.388;3.232
Meillers;3210;46.513;3.103
Mercy;3340;46.451;3.524
Mesples;3370;46.427;2.364
Molinet;3510;46.464;3.926
Molles;3300;46.115;3.556
Monestier;3140;46.263;3.104
Monétay-sur-Allier;3500;46.381;3.289
Monétay-sur-Loire;3470;46.435;3.825
Montaiguët-en-Forez;3130;46.267;3.822
Montaigu-le-Blin;3150;46.291;3.516
Montbeugny;3340;46.528;3.474
Montcombroux-les-Mines;3130;46.361;3.728
Monteignet-sur-l'Andelot;3800;46.115;3.248
Le Montet;3240;46.406;3.054
Montilly;3000;46.61;3.24
Montluçon;3100;46.339;2.604
Montmarault;3390;46.32;2.952
Montoldre;3150;46.338;3.451
Montord;3500;46.29;3.24
Montvicq;3170;46.316;2.822
Moulins;3000;46.562;3.327
Murat;3390;46.411;2.904
Nades;3450;46.154;2.969
Nassigny;3190;46.498;2.594
Naves;3330;46.176;3.116
Néris-les-Bains;3310;46.299;2.676
Neuilly-en-Donjon;3130;46.343;3.885
Neuilly-le-Réal;3340;46.467;3.437
Neure;3320;46.745;2.98
Neuvy;3000;46.571;3.283
Nizerolles;3250;46.107;3.644
Noyant-d'Allier;3210;46.48;3.119
Paray-le-Frésil;3230;46.66;3.604
Paray-sous-Briailles;3500;46.29;3.37
Périgny;3120;46.247;3.56
La Petite-Marche;3420;46.19;2.561
Pierrefitte-sur-Loire;3470;46.504;3.81
Le Pin;3130;46.422;3.89
Poëzat;3800;46.076;3.227
Pouzy-Mésangy;3320;46.705;3.007
Prémilhat;3410;46.31;2.547
Quinssaines;3380;46.309;2.494
Reugny;3190;46.458;2.613
Rocles;3240;46.444;3.037
Rongères;3150;46.298;3.452
Ronnet;3420;46.202;2.701
Saint-Angel;3170;46.356;2.685
Saint-Aubin-le-Monial;3160;46.536;3.001
Saint-Bonnet-de-Four;3390;46.315;2.905
Saint-Bonnet-de-Rochefort;3800;46.15;3.141
Saint-Bonnet-Tronçais;3360;46.67;2.696
Saint-Caprais;3190;46.545;2.74
Saint-Christophe-en-Bourbonnais;3120;46.166;3.578
Saint-Clément;3250;46.058;3.722
Saint-Désiré;3370;46.507;2.45
Saint-Didier-en-Donjon;3130;46.383;3.861
Saint-Didier-la-Forêt;3110;46.229;3.336
Saint-Éloy-d'Allier;3370;46.497;2.363
Saint-Ennemond;3400;46.681;3.404
Saint-Étienne-de-Vicq;3300;46.173;3.536
Saint-Fargeol;3420;46.134;2.631
Saint-Félix;3260;46.229;3.475
Saint-Genest;3310;46.263;2.603
Saint-Gérand-de-Vaux;3340;46.384;3.407
Saint-Gérand-le-Puy;3150;46.264;3.512
Saint-Germain-des-Fossés;3260;46.196;3.43
Saint-Germain-de-Salles;3140;46.187;3.22
Saint-Hilaire;3440;46.487;3.015
Saint-Léger-sur-Vouzance;3130;46.409;3.937
Saint-Léon;3220;46.411;3.688
Saint-Léopardin-d'Augy;3160;46.698;3.106
Saint-Loup;3150;46.355;3.376
Saint-Marcel-en-Murat;3390;46.322;3.005
